1668798601249,-1995335,-2003931,-2010855,-2011029,-2009986
1668798601260,-2002271,-1995735,-1990957,-1988105,-1992979
1668798601269,-1999225,-2000962,-2002936,-1999037,-1992255
1668798601280,-1982892,-1978322,-1982622,-1991642,-1993548
1668798601289,-1991637,-1990493,-1986432,-1979220,-1972760
1668798601301,-1970431,-1978904,-1986405,-1986601,-1985170
1668798601310,-1977702,-1971984,-1966263,-1963523,-1968802
1668798601320,-1975225,-1975349,-1976548,-1971918,-1964937
1668798601330,-1955739,-1950976,-1954915,-1964186,-1967450
1668798601340,-1965743,-1964064,-1960682,-1954255,-1947362
1668798601351,-1946051,-1954089,-1961572,-1962130,-1960168
1668798601362,-1953220,-1946118,-1940871,-1938924,-1945467
1668798601372,-1952930,-1953467,-1954758,-1950401,-1943333
1668798601380,-1933871,-1929200,-1934240,-1943709,-1945806
1668798601390,-1944693,-1941112,-1936004,-1928497,-1921605
1668798601402,-1920712,-1926927,-1936025,-1935516,-1933902
1668798601410,-1927297,-1920946,-1916682,-1915417,-1921381
1668798601421,-1928811,-1928093,-1929387,-1925092,-1918068
1668798601431,-1909206,-1904025,-1909597,-1919317,-1921628
1668798601440,-1920906,-1917490,-1913457,-1906664,-1900320
1668798601451,-1900539,-1909035,-1917085,-1916248,-1913804
1668798601461,-1906599,-1898315,-1891836,-1889896,-1897555
1668798601472,-1906390,-1906445,-1908305,-1903573,-1894495
1668798601481,-1884870,-1879593,-1887001,-1899184,-1902346
1668798601490,-1902473,-1896847,-1890274,-1880711,-1872661
1668798601502,-1873317,-1883530,-1892348,-1891895,-1890078
1668798601510,-1882275,-1872939,-1866723,-1864870,-1873909
1668798601520,-1884588,-1884775,-1887217,-1880989,-1870549
1668798601532,-1857957,-1849855,-1855832,-1868680,-1871738
1668798601541,-1871640,-1864515,-1859259,-1848385,-1839166
1668798601555,-1839905,-1853087,-1863699,-1864598,-1863231
1668798601561,-1854748,-1843501,-1834675,-1832764,-1844114
1668798601570,-1857499,-1858653,-1861434,-1855533,-1845146
1668798601580,-1833472,-1825701,-1834378,-1851221,-1855408
1668798601590,-1856481,-1850579,-1842641,-1830261,-1820194
1668798601601,-1822271,-1836542,-1848633,-1849858,-1848115
1668798601610,-1839048,-1827500,-1817889,-1816404,-1829211
1668798601620,-1844230,-1844740,-1847889,-1840212,-1827701
1668798601630,-1814499,-1805880,-1815491,-1833476,-1837024
1668798601640,-1836840,-1829604,-1820894,-1806653,-1794855
1668798601650,-1796870,-1812030,-1823797,-1825153,-1823515
1668798601662,-1813572,-1798846,-1787235,-1786539,-1801683
1668798601670,-1819426,-1820473,-1824310,-1816951,-1803926
1668798601680,-1790218,-1781549,-1794315,-1815693,-1820723
1668798601690,-1821929,-1812717,-1803571,-1787919,-1774934
1668798601700,-1778615,-1797685,-1812422,-1814067,-1810909
1668798601710,-1799844,-1782275,-1768495,-1766413,-1782390
1668798601722,-1801099,-1802594,-1806239,-1796947,-1781784
1668798601730,-1765512,-1755042,-1768351,-1791766,-1796798
1668798601741,-1798228,-1788070,-1776972,-1760196,-1746823
1668798601750,-1750681,-1773054,-1789436,-1791558,-1789064
1668798601761,-1776350,-1757025,-1742039,-1739571,-1757294
1668798601770,-1778224,-1778326,-1781816,-1771780,-1754328
1668798601782,-1735516,-1722713,-1736596,-1761977,-1768534
1668798601793,-1771221,-1760906,-1748556,-1729609,-1714914
1668798601801,-1719520,-1741800,-1758982,-1762368,-1759581
1668798601810,-1747002,-1727412,-1712511,-1710844,-1729595
1668798601822,-1751139,-1751988,-1757164,-1747484,-1730979
1668798601833,-1712171,-1698409,-1712207,-1736571,-1741246
1668798601842,-1743273,-1731683,-1719397,-1700189,-1685862
1668798601850,-1690506,-1712441,-1729597,-1732721,-1729804
1668798601861,-1717684,-1697276,-1683751,-1682457,-1700942
1668798601870,-1721543,-1721167,-1725497,-1715250,-1698686
1668798601881,-1680848,-1668840,-1684942,-1709960,-1715984
1668798601891,-1719076,-1708868,-1699322,-1682138,-1668920
1668798601902,-1674612,-1695105,-1712585,-1715358,-1711326
1668798601911,-1698756,-1678666,-1666725,-1665576,-1683801
1668798601921,-1703320,-1702621,-1706881,-1696733,-1681749
1668798601931,-1665950,-1654870,-1671345,-1695511,-1701236
1668798601941,-1704761,-1693633,-1683459,-1666365,-1653544
1668798601951,-1659007,-1678825,-1694995,-1697927,-1694334
1668798601963,-1681687,-1661634,-1649732,-1648458,-1666152
1668798601971,-1683954,-1683926,-1687846,-1677409,-1661894
1668798601982,-1644915,-1633494,-1649756,-1672355,-1676619
1668798601991,-1678697,-1666942,-1656986,-1639871,-1626242
1668798602002,-1632999,-1654244,-1667471,-1669697,-1663271
1668798602014,-1647959,-1623655,-1610162,-1612519,-1636936
1668798602022,-1655483,-1653656,-1656199,-1643885,-1627513
1668798602038,-1609763,-1601558,-1621245,-1645556,-1649253
1668798602046,-1652238,-1639964,-1629691,-1613372,-1601147
1668798602052,-1607387,-1626622,-1640762,-1644479,-1641825
1668798602075,-1630357,-1609501,-1596490,-1596339,-1615042
1668798602085,-1632299,-1631009,-1634094,-1622965,-1605662
1668798602099,-1587770,-1576272,-1590857,-1613045,-1616772
1668798602109,-1618908,-1608087,-1598023,-1580931,-1568466
1668798602125,-1574297,-1594677,-1609397,-1612785,-1608839
1668798602135,-1595650,-1574063,-1559917,-1558994,-1578187
1668798602152,-1595695,-1594902,-1598325,-1587523,-1570910
1668798602166,-1551782,-1540275,-1556215,-1578720,-1582642
1668798602173,-1585450,-1574767,-1564445,-1546447,-1532863
1668798602179,-1538369,-1557950,-1572375,-1576226,-1573443
1668798602204,-1562385,-1541370,-1527292,-1526530,-1545346
1668798602219,-1562685,-1563033,-1567302,-1556130,-1539325
1668798602242,-1520737,-1509688,-1526294,-1549558,-1553209
1668798602253,-1555764,-1543036,-1529613,-1510890,-1496824
1668798602258,-1503616,-1524666,-1537187,-1540102,-1535181
1668798602263,-1521615,-1500366,-1487130,-1487647,-1507598
1668798602268,-1524534,-1525640,-1529626,-1518183,-1501684
1668798602282,-1483354,-1474407,-1492587,-1515615,-1519190
1668798602288,-1521525,-1509151,-1496524,-1477688,-1464514
1668798602312,-1471718,-1493719,-1506543,-1509398,-1503971
1668798602315,-1490091,-1468630,-1454821,-1455344,-1476052
1668798602319,-1492687,-1492264,-1493568,-1481228,-1463905
1668798602347,-1445396,-1436481,-1454383,-1478120,-1482153
1668798602361,-1485446,-1472952,-1459873,-1441373,-1428188
1668798602386,-1435729,-1457604,-1470026,-1472846,-1467708
1668798602405,-1454448,-1433211,-1421365,-1423704,-1445100
1668798602419,-1461982,-1462086,-1463993,-1452036,-1435791
1668798602429,-1416804,-1406964,-1423884,-1445602,-1449499
1668798602444,-1451819,-1439693,-1425230,-1406594,-1394096
1668798602453,-1402453,-1423769,-1435142,-1438006,-1431430
1668798602465,-1417506,-1397373,-1383750,-1385188,-1405332
1668798602472,-1421263,-1421316,-1421860,-1409417,-1391239
1668798602475,-1372069,-1363772,-1380045,-1401599,-1404633
1668798602479,-1405811,-1392289,-1377038,-1357024,-1342747
1668798602485,-1345836,-1358896,-1356641,-1338394,-1300292
1668798602499,-1251936,-1195148,-1132388,-1071646,-1023069
1668798602505,-967622,-904840,-847671,-793174,-739612
1668798602511,-681492,-624727,-570107,-509522,-447608
1668798602522,-398010,-350018,-300539,-255559,-218194
1668798602535,-202750,-200135,-194370,-195779,-199835
1668798602540,-212334,-237221,-266581,-300048,-356880
1668798602544,-416783,-450219,-482483,-528359,-584340
1668798602550,-640440,-685463,-734431,-806405,-894364
1668798602556,-956822,-1006769,-1049058,-1083530,-1113369
1668798602568,-1138050,-1165399,-1188846,-1218917,-1251569
1668798602578,-1266588,-1260567,-1254140,-1258533,-1278832
1668798602584,-1293242,-1294621,-1295583,-1284426,-1269299
1668798602593,-1252259,-1246432,-1262859,-1282954,-1286983
1668798602600,-1289805,-1280379,-1268453,-1252876,-1243371
1668798602604,-1252529,-1272531,-1281759,-1285706,-1280741
1668798602614,-1268462,-1251043,-1241094,-1243848,-1262777
1668798602623,-1275178,-1275994,-1276752,-1265942,-1251358
1668798602635,-1235598,-1230017,-1244709,-1262600,-1265493
1668798602638,-1267280,-1259075,-1248960,-1234844,-1226545
1668798602644,-1235140,-1255053,-1263843,-1267406,-1261490
1668798602648,-1248085,-1229348,-1217003,-1219360,-1238797
1668798602652,-1250537,-1252485,-1253445,-1243607,-1229890
1668798602655,-1214944,-1211507,-1227994,-1247019,-1251812
1668798602660,-1253699,-1244393,-1232116,-1216568,-1207611
1668798602665,-1216046,-1234056,-1241528,-1244410,-1238987
1668798602687,-1227805,-1212128,-1202728,-1206392,-1224977
1668798602696,-1236649,-1239215,-1239378,-1229962,-1215677
1668798602707,-1201148,-1197018,-1213008,-1229734,-1233743
1668798602719,-1234556,-1225291,-1213777,-1199568,-1192413
1668798602733,-1201318,-1220425,-1226952,-1230340,-1226023
1668798602738,-1213949,-1198599,-1187119,-1190037,-1208328
1668798602746,-1218916,-1221413,-1222661,-1213681,-1200231
1668798602750,-1186014,-1182571,-1196839,-1212687,-1215088
1668798602765,-1215769,-1206466,-1195427,-1180850,-1173099
1668798602768,-1182699,-1202585,-1209733,-1213144,-1208336
1668798602772,-1196760,-1181489,-1169881,-1173561,-1192424
1668798602776,-1203032,-1205720,-1204465,-1194433,-1180691
1668798602782,-1165844,-1164636,-1181397,-1198083,-1202232
1668798602793,-1203902,-1195463,-1184506,-1170050,-1163465
1668798602803,-1173552,-1191516,-1196410,-1199513,-1194363
1668798602812,-1183021,-1168170,-1157982,-1162329,-1181547
1668798602822,-1192011,-1194149,-1192389,-1182715,-1169230
1668798602832,-1156019,-1154169,-1170050,-1185767,-1189332
1668798602842,-1190174,-1182519,-1172069,-1158723,-1152475
1668798602852,-1162500,-1181811,-1187541,-1191178,-1185813
1668798602864,-1173811,-1158805,-1147359,-1151075,-1168951
1668798602872,-1178131,-1181087,-1179687,-1169690,-1156018
1668798602883,-1142447,-1141199,-1157505,-1173464,-1177239
1668798602892,-1178244,-1169891,-1158770,-1144808,-1138469
1668798602902,-1148239,-1166997,-1173126,-1176267,-1170803
1668798602912,-1159082,-1143644,-1132258,-1136370,-1155098
1668798602925,-1164209,-1167453,-1166746,-1157242,-1143598
1668798602934,-1129810,-1128532,-1144910,-1158898,-1163704
1668798602943,-1164407,-1154773,-1142019,-1128387,-1122379
1668798602952,-1132792,-1151081,-1155761,-1159436,-1154392
1668798602964,-1142443,-1127746,-1119290,-1124254,-1143186
1668798602973,-1152520,-1155370,-1153679,-1144755,-1131508
1668798602984,-1118769,-1117610,-1132830,-1147512,-1151326
1668798602994,-1151732,-1142941,-1131645,-1117950,-1111796
1668798603003,-1121962,-1138847,-1143112,-1146316,-1140799
1668798603013,-1129398,-1115495,-1106088,-1111058,-1129200
1668798603025,-1138090,-1140790,-1138723,-1128559,-1115580
1668798603033,-1102863,-1101397,-1116791,-1130919,-1135356
1668798603046,-1136522,-1128526,-1118396,-1105200,-1099738
1668798603053,-1108773,-1125338,-1130693,-1135528,-1130308
1668798603066,-1119466,-1105297,-1095803,-1099886,-1116210
1668798603073,-1124236,-1127026,-1125086,-1115750,-1103014
1668798603083,-1090584,-1089509,-1105204,-1117890,-1121747
1668798603095,-1122193,-1113727,-1104559,-1091978,-1087085
1668798603104,-1097310,-1112813,-1116905,-1120473,-1115053
1668798603113,-1104077,-1090912,-1082125,-1086734,-1104384
1668798603123,-1112189,-1114484,-1113150,-1104448,-1092307
1668798603135,-1080297,-1079365,-1094555,-1106968,-1111137
1668798603143,-1111571,-1103141,-1094159,-1081657,-1077000
1668798603155,-1086882,-1101541,-1105585,-1109252,-1102995
1668798603164,-1091341,-1076893,-1069114,-1074837,-1092985
1668798603173,-1100537,-1103654,-1102436,-1093349,-1081559
1668798603183,-1069543,-1068497,-1084445,-1097223,-1101526
1668798603195,-1102079,-1093778,-1084508,-1070692,-1065777
1668798603203,-1075918,-1091117,-1097070,-1101164,-1096589
1668798603213,-1085959,-1072319,-1062734,-1067320,-1084461
1668798603225,-1091529,-1095337,-1095186,-1086174,-1073631
1668798603233,-1061473,-1060536,-1077174,-1090525,-1094792
1668798603243,-1095268,-1085645,-1075361,-1062217,-1057439
1668798603253,-1067509,-1081976,-1086576,-1089188,-1082796
1668798603264,-1071350,-1057257,-1048329,-1053907,-1071541
1668798603273,-1078693,-1082167,-1081284,-1072485,-1059788
1668798603284,-1048422,-1048420,-1066436,-1078784,-1083072
1668798603293,-1083132,-1073042,-1062007,-1048003,-1043312
1668798603303,-1054868,-1070177,-1076250,-1079795,-1074174
1668798603315,-1062517,-1047491,-1038994,-1045691,-1064792
1668798603324,-1071251,-1073381,-1070371,-1059879,-1046239
1668798603333,-1033416,-1033666,-1054156,-1067823,-1071037
1668798603348,-1070858,-1060031,-1047817,-1032357,-1027758
1668798603356,-1040030,-1055763,-1061078,-1063606,-1056837
1668798603364,-1044237,-1029016,-1023473,-1033323,-1053191
1668798603374,-1060345,-1062405,-1060812,-1050540,-1035923
1668798603383,-1023308,-1024692,-1045897,-1059367,-1062929
1668798603393,-1062093,-1051010,-1039327,-1024756,-1022434
1668798603406,-1036872,-1054318,-1060114,-1062281,-1054446
1668798603413,-1040762,-1023947,-1017224,-1027811,-1050933
1668798603427,-1057970,-1059398,-1055238,-1043573,-1027452
1668798603435,-1014447,-1016802,-1039532,-1053311,-1056459
1668798603444,-1054737,-1042578,-1030034,-1014090,-1012122
1668798603453,-1029401,-1049748,-1055127,-1056935,-1048612
1668798603466,-1033570,-1013799,-1005754,-1016750,-1042237
1668798603473,-1049810,-1050850,-1046096,-1033782,-1015974
1668798603486,-1001505,-1005238,-1033428,-1050444,-1053130
1668798603493,-1050700,-1036924,-1021213,-1002902,-1000968
1668798603507,-1021348,-1043015,-1047494,-1048960,-1038815
1668798603514,-1022239,-1001366,-994879,-1008987,-1038161
1668798603525,-1045872,-1046119,-1040137,-1025581,-1005598
1668798603533,-990708,-994882,-1024363,-1041630,-1044194
1668798603543,-1040315,-1024639,-1007977,-988529,-986973
1668798603553,-1009045,-1033361,-1038918,-1040236,-1029525
1668798603567,-1011234,-989189,-983262,-999307,-1030801
1668798603576,-1039068,-1040455,-1033990,-1017052,-995402
1668798603585,-979137,-984157,-1017475,-1036717,-1039933
1668798603594,-1036460,-1020013,-1001229,-979932,-979057
1668798603604,-1002847,-1028129,-1034529,-1035179,-1023247
1668798603613,-1003539,-978385,-971227,-988930,-1023228
1668798603626,-1032141,-1031746,-1023656,-1005601,-981670
1668798603635,-964625,-970199,-1006270,-1025338,-1028981
1668798603645,-1024174,-1005600,-986017,-964246,-963884
1668798603654,-990791,-1018494,-1026893,-1028002,-1015094
1668798603665,-993505,-966444,-958180,-976927,-1014176
1668798603674,-1023049,-1022924,-1015351,-996158,-970333
1668798603687,-953133,-959982,-1000908,-1022622,-1026710
1668798603694,-1020887,-1000629,-977965,-953348,-952955
1668798603705,-982235,-1011310,-1019541,-1020294,-1005804
1668798603714,-981977,-952656,-945044,-967007,-1007262
1668798603724,-1016761,-1016750,-1008801,-988637,-961850
1668798603734,-943210,-950380,-993296,-1015239,-1019165
1668798603747,-1013063,-991329,-968144,-943352,-944936
1668798603755,-976835,-1007581,-1016657,-1016694,-1000960
1668798603766,-975777,-944057,-936734,-959851,-1002587
1668798603774,-1012647,-1012823,-1003321,-980360,-951196
1668798603784,-931368,-940009,-985614,-1008830,-1013245
1668798603794,-1006230,-982526,-958922,-933720,-935504
1668798603804,-969737,-1001553,-1009454,-1008684,-992077
1668798603814,-965645,-935595,-932216,-957359,-997532
1668798603828,-1004969,-1003522,-993259,-971947,-945935
1668798603836,-930360,-939470,-982386,-1000582,-1003144
1668798603844,-994888,-973830,-952914,-931165,-933774
1668798603854,-965695,-991575,-997499,-995193,-979437
1668798603867,-955889,-926866,-923102,-947130,-985881
1668798603875,-992355,-990651,-982182,-961592,-936031
1668798603885,-920531,-931054,-972782,-991013,-993409
1668798603894,-985053,-962809,-941516,-920659,-924332
1668798603904,-956784,-982492,-989919,-988588,-972427
1668798603914,-948314,-919291,-916039,-940231,-978626
1668798603924,-985371,-983609,-974430,-954332,-929374
1668798603934,-914817,-924360,-965668,-983354,-986442
1668798603945,-978527,-956746,-934439,-913612,-917406
1668798603954,-949381,-974434,-981730,-980183,-964484
1668798603965,-941356,-913324,-910000,-934044,-971705
1668798603974,-977830,-975085,-964359,-943126,-918038
1668798603984,-903526,-913811,-954933,-972155,-975445
1668798603994,-967353,-946378,-923484,-902610,-907990
1668798604008,-940439,-965294,-973023,-971672,-956257
1668798604016,-933165,-904633,-901384,-925288,-962173
1668798604024,-968201,-966190,-955809,-934733,-908773
1668798604034,-893652,-905108,-947655,-965847,-969413
1668798604045,-961152,-939266,-916239,-895857,-901092
1668798604054,-935002,-959985,-967421,-965047,-948145
1668798604066,-924463,-895538,-891808,-917165,-955594
1668798604074,-962719,-961721,-952055,-930718,-904760
1668798604085,-889957,-901797,-944172,-961918,-964884
1668798604097,-955695,-933530,-909586,-888700,-894361
1668798604106,-929012,-953669,-959448,-956324,-939024
1668798604114,-914590,-885402,-883622,-910948,-948485
1668798604126,-955003,-953349,-943157,-922331,-896607
1668798604135,-882764,-895580,-937514,-953121,-956315
1668798604145,-947129,-924699,-899625,-878292,-883682
1668798604155,-919172,-944450,-950837,-947632,-929958
1668798604167,-905024,-875552,-874594,-903717,-943084
1668798604176,-950276,-949397,-937822,-914056,-886174
1668798604186,-871496,-886310,-931030,-948978,-952116
1668798604195,-941684,-918795,-892824,-872233,-879507
1668798604205,-916295,-942372,-948957,-945574,-926906
1668798604214,-901218,-870941,-868406,-897264,-936398
1668798604225,-943381,-942094,-928978,-905773,-878197
1668798604235,-864376,-880130,-922970,-938703,-941181
1668798604246,-929691,-908685,-884382,-874100,-882914
1668798604256,-909441,-924730,-928317,-925277,-912617
1668798604266,-895384,-875701,-876102,-896407,-921159
1668798604275,-925112,-923588,-913591,-898557,-879878
1668798604285,-872373,-884462,-911444,-921924,-924266
1668798604295,-916661,-902502,-883148,-872120,-879008
1668798604306,-901074,-915330,-917564,-915414,-904455
1668798604315,-889539,-873057,-873842,-891294,-911327
1668798604325,-914690,-912646,-903820,-891615,-876091
1668798604335,-871145,-880519,-903307,-912533,-912723
1668798604345,-906475,-893689,-875171,-863215,-870177
1668798604355,-893895,-908897,-914474,-911339,-898995
1668798604367,-882175,-861626,-861972,-881545,-902945
1668798604375,-911135,-909829,-899226,-885061,-865650
1668798604385,-858352,-870405,-892908,-905493,-910254
1668798604395,-902329,-888593,-868775,-857481,-863960
1668798604405,-885794,-900126,-906416,-904198,-892350
1668798604415,-875724,-855610,-855224,-874061,-894384
1668798604426,-903097,-902506,-891399,-878319,-859021
1668798604435,-851932,-864106,-887124,-899803,-904601
1668798604445,-896303,-882153,-862095,-850021,-857162
1668798604455,-879444,-893486,-899541,-896690,-884510
1668798604469,-868314,-848793,-848586,-868147,-888465
1668798604477,-897246,-896646,-885987,-871981,-852660
1668798604486,-845860,-857509,-879567,-892423,-896685
1668798604495,-888965,-874987,-854856,-843407,-850455
1668798604505,-873109,-887573,-893298,-890154,-877787
1668798604515,-861554,-842579,-842074,-861965,-881729
1668798604525,-890384,-889429,-877814,-865194,-846199
1668798604535,-840754,-853141,-874733,-886298,-891021
1668798604546,-882764,-868212,-848097,-837294,-844327
1668798604558,-866661,-881050,-886815,-883564,-871276
1668798604566,-854368,-835391,-835953,-856300,-875951
1668798604575,-884594,-883731,-872826,-859531,-839787
1668798604586,-833302,-845637,-867264,-879545,-883647
1668798604595,-875509,-862089,-841798,-831533,-839067
1668798604606,-861225,-875046,-880331,-876882,-865508
1668798604615,-848018,-830004,-830319,-850913,-870302
1668798604626,-878524,-877355,-864531,-851681,-832191
1668798604635,-827092,-840297,-860894,-873697,-877100
1668798604645,-868423,-854646,-833317,-823204,-831228
1668798604655,-854113,-868905,-873209,-870103,-857915
1668798604668,-840631,-823336,-823093,-843354,-862434
1668798604676,-870471,-870026,-857068,-844779,-825746
1668798604687,-820780,-834273,-854297,-866849,-871045
1668798604695,-862568,-848245,-826585,-817575,-825701
1668798604708,-848197,-862832,-866304,-863504,-851373
1668798604719,-834099,-816485,-816345,-837482,-855172
1668798604730,-863924,-862557,-849247,-836904,-817627
1668798604738,-813096,-827194,-846592,-859371,-862433
1668798604748,-853744,-840481,-818918,-810720,-819034
1668798604758,-840911,-854711,-856832,-853718,-840870
1668798604769,-823624,-806578,-807012,-828723,-846967
1668798604776,-855667,-855275,-842288,-830661,-812251
1668798604789,-808736,-822883,-841013,-854438,-858099
1668798604797,-849303,-835130,-813929,-807774,-816149
1668798604808,-837917,-851261,-853022,-850447,-838308
1668798604827,-821309,-804993,-803707,-825456,-842634
1668798604831,-850342,-848918,-835337,-824854,-806719
1668798604839,-803610,-818064,-835002,-846629,-848626
1668798604849,-839569,-826190,-804985,-798668,-807630
1668798604859,-828867,-839301,-837506,-839315,-831187
1668798604868,-820478,-809214,-803634,-818487,-830357
1668798604881,-837243,-837750,-827393,-820594,-807519
1668798604898,-802712,-814065,-828903,-839616,-840852
1668798604904,-832322,-820777,-800956,-795638,-804820
1668798604909,-824872,-835592,-835779,-832833,-822349
1668798604923,-807056,-794057,-794570,-815369,-830499
1668798604936,-836563,-834517,-820742,-811033,-794291
1668798604943,-791422,-805468,-822237,-835702,-838957
1668798604954,-830771,-817692,-796377,-791604,-800876
1668798604962,-821367,-832259,-831786,-829436,-818594
1668798604968,-802338,-788002,-788452,-810649,-825499
1668798604976,-832040,-829849,-816767,-808971,-793464
1668798604987,-791407,-804400,-817954,-827578,-828207
1668798604997,-820410,-808698,-789515,-786079,-795099
1668798605109,-812411,-821383,-821663,-820622,-812116
1668798605127,-798767,-787983,-788300,-807374,-819475
1668798605133,-823942,-821450,-809214,-800841,-786953
1668798605160,-785131,-797290,-809656,-819816,-821867
1668798605209,-815219,-805680,-789685,-787160,-794474
1668798605222,-809677,-817640,-817375,-815971,-807650
1668798605240,-795975,-785737,-785779,-801454,-811396
1668798605280,-814977,-812977,-803196,-798229,-787105
1668798605321,-785915,-795651,-805379,-813534,-814709
1668798605373,-808580,-799790,-785621,-784033,-791338
1668798605388,-804414,-810523,-810286,-808336,-800904
1668798605419,-789764,-780860,-781627,-797164,-805664
1668798605433,-808912,-806718,-797614,-791676,-781432
1668798605455,-781196,-790533,-799817,-808166,-809681
1668798605479,-802158,-796394,-787065,-784395,-790039
1668798605484,-801817,-807724,-805686,-803898,-796887
1668798605532,-786039,-777914,-777189,-790686,-796518
1668798605538,-799389,-797346,-788739,-783399,-773386
1668798605550,-774799,-783216,-791533,-798151,-798906
1668798605564,-793533,-787460,-776717,-774764,-781541
1668798605574,-793521,-799281,-798617,-797719,-792750
1668798605594,-781913,-767931,-765591,-778513,-786736
1668798605602,-790354,-790075,-782587,-776677,-767095
1668798605614,-767458,-776474,-784251,-792955,-794126
1668798605620,-787150,-780118,-768429,-767560,-773927
1668798605638,-785199,-790276,-789857,-789139,-783065
1668798605643,-773040,-765933,-767835,-780983,-788869
1668798605700,-792106,-789195,-780787,-774513,-763254
1668798605722,-763393,-772390,-780950,-785930,-785820
1668798605731,-780231,-773456,-761050,-760169,-767869
1668798605735,-778270,-782803,-783358,-783115,-777522
1668798605745,-767760,-761823,-761995,-775979,-783163
1668798605774,-786050,-783633,-774637,-769186,-759073
1668798605785,-758102,-766935,-775383,-782232,-782950
1668798605795,-779309,-772064,-758823,-758289,-764630
1668798605810,-775994,-780860,-780660,-778251,-770106
1668798605814,-759422,-752730,-753386,-766891,-774978
1668798605821,-779172,-775780,-767577,-762250,-753060
1668798605825,-753559,-762794,-771355,-777838,-777599
1668798605830,-772509,-765078,-752705,-752815,-759780
1668798605835,-771299,-776236,-775507,-773668,-767164
1668798605839,-757512,-750502,-752487,-766059,-771945
1668798605842,-774543,-772027,-764675,-760015,-749423
1668798605847,-750274,-759483,-766379,-773255,-772021
1668798605852,-765177,-757427,-745101,-744237,-751974
1668798605856,-762310,-767148,-766397,-764826,-759016
1668798605861,-750078,-742243,-744246,-758023,-765255
1668798605865,-769656,-765826,-757991,-751158,-742092
1668798605873,-743215,-752698,-759626,-765176,-765058
1668798605876,-760248,-754140,-740697,-739597,-747052
1668798605883,-759069,-763740,-765204,-761789,-755263
1668798605888,-745512,-738882,-742595,-755585,-762489
1668798605892,-764861,-762644,-755187,-749389,-739381
1668798605895,-740626,-750134,-758289,-765533,-764666
1668798605904,-757650,-749234,-737578,-737112,-745694
1668798605930,-755889,-759921,-760040,-757480,-751369
1668798605933,-741351,-733885,-736732,-750438,-756625
1668798605942,-761283,-757093,-748603,-741444,-731852
1668798605946,-733967,-744315,-751475,-756249,-755326
1668798605952,-748781,-741970,-729639,-729139,-736761
1668798605955,-748602,-753276,-754153,-749526,-742065
1668798605960,-731610,-725629,-730268,-742746,-748852
1668798605970,-751779,-748913,-741991,-734847,-725252
1668798605974,-727121,-737159,-745752,-751913,-750581
1668798605979,-744629,-736324,-725120,-724155,-733225
1668798605984,-743934,-748531,-749819,-746100,-740285
1668798606000,-729741,-723149,-727577,-740194,-747508
1668798606006,-751130,-746448,-738814,-730248,-721093
1668798606011,-723686,-734702,-743107,-748044,-746878
1668798606016,-740974,-734503,-722279,-721851,-730076
1668798606021,-742056,-747830,-749009,-743759,-735751
1668798606028,-724927,-718566,-725020,-738239,-745182
1668798606036,-747826,-743876,-737211,-729076,-718904
1668798606040,-720952,-731801,-741220,-747599,-744981
